cod_escuela;cod_semestre;cod_alumno;cod_plan;cod_asignatura;num_rep
1;20191;18200185;2018  ;20118036;1
1;20191;14200119;2014  ;2010605 ;1
1;20191;18200185;2018  ;20118037;1
1;20191;14200146;2014  ;2010707 ;1
1;20191;14200024;2014  ;2010903 ;1
1;20191;15200007;2014  ;2010707 ;1
1;20191;18200183;2018  ;20118031;1
1;20191;14200020;2014  ;2010802 ;1
1;20191;14200168;2014  ;2010802 ;1
1;20191;14200168;2014  ;2010903 ;1
1;20191;14200168;2014  ;2011120 ;1
1;20191;15200021;2014  ;2010802 ;1
1;20191;15200021;2014  ;2010903 ;1
1;20191;18200183;2018  ;20118036;1
1;20191;14200069;2014  ;2010802 ;1
1;20191;14200063;2014  ;2010802 ;1
1;20191;14200069;2014  ;2010905 ;1
1;20191;14200063;2014  ;2010903 ;1
1;20191;16200020;2014  ;2010703 ;1
1;20191;18200189;2018  ;20118036;1
1;20191;18200043;2018  ;20118031;1
1;20191;18200043;2018  ;20118036;1
1;20191;18200210;2018  ;20118031;1
1;20191;18200210;2018  ;20118036;1
1;20191;18200038;2018  ;20118031;1
1;20191;14200021;2014  ;2011005 ;1
1;20191;18200169;2018  ;20118031;1
1;20191;18200169;2018  ;20118032;1
1;20191;18200169;2018  ;20118033;1
1;20191;18200169;2018  ;20118035;1
1;20191;18200190;2018  ;20118033;1
1;20191;18200139;2018  ;20118033;1
1;20191;18200129;2018  ;20118033;1
1;20191;18200134;2018  ;20118031;1
1;20191;18200134;2018  ;20118032;1
1;20191;18200134;2018  ;20118033;1
1;20191;18200134;2018  ;20118034;1
1;20191;18200134;2018  ;20118035;1
1;20191;18200134;2018  ;20118036;1
1;20191;18200134;2018  ;20118037;1
1;20191;18200045;2018  ;20118031;1
1;20191;18200045;2018  ;20118032;1
1;20191;18200198;2018  ;20118031;1
1;20191;18200017;2018  ;20118034;1
1;20191;18200156;2018  ;20118031;1
1;20191;18200207;2018  ;20118031;1
1;20191;18200207;2018  ;20118032;1
1;20191;18200207;2018  ;20118033;1
1;20191;18200207;2018  ;20118035;1
1;20191;18200246;2018  ;20118031;1
1;20191;16200017;2014  ;2010405 ;1
1;20191;16200017;2014  ;2010504 ;2
1;20191;16200017;2014  ;2010601 ;2
1;20191;16200017;2014  ;2011115 ;1
1;20191;11200098;2009  ;202003  ;5
1;20191;16200123;2014  ;2010204 ;4
1;20191;12200171;2009  ;201204  ;2
1;20191;16200123;2014  ;2010302 ;3
1;20191;16200139;2014  ;2010204 ;5
1;20191;16200123;2014  ;2010305 ;1
1;20191;16200123;2014  ;2010306 ;1
1;20191;17200067;2014  ;2010302 ;2
1;20191;16200139;2014  ;2010302 ;2
1;20191;16200139;2014  ;2011113 ;1
1;20191;16200148;2014  ;2010601 ;2
1;20191;15200040;2014  ;2010204 ;2
1;20191;15200040;2014  ;2010205 ;1
1;20191;15200152;2014  ;2010201 ;1
1;20191;15200152;2014  ;2010202 ;1
1;20191;15200152;2014  ;2010203 ;3
1;20191;15200152;2014  ;2010204 ;3
1;20191;15200152;2014  ;2010205 ;3
1;20191;15200152;2014  ;2010206 ;2
1;20191;15200040;2014  ;2010206 ;2
1;20191;15200040;2014  ;2010301 ;1
1;20191;16200148;2014  ;2010602 ;1
1;20191;12200171;2009  ;206007  ;4
1;20191;16200148;2014  ;2010604 ;1
1;20191;12200171;2009  ;207009  ;1
1;20191;16200148;2014  ;2010606 ;1
1;20191;15200142;2014  ;2010302 ;3
1;20191;14200178;2014  ;2010401 ;4
1;20191;15200142;2014  ;2010303 ;2
1;20191;15200142;2014  ;2010304 ;1
1;20191;15200142;2014  ;2010305 ;2
1;20191;17200067;2014  ;2010201 ;2
1;20191;17200067;2014  ;2010204 ;4
1;20191;15200034;2014  ;2010504 ;2
1;20191;14200178;2014  ;2010607 ;1
1;20191;13200187;2009  ;201104  ;2
1;20191;15200034;2014  ;2010505 ;1
1;20191;15200034;2014  ;2010601 ;1
1;20191;15200034;2014  ;2010606 ;1
1;20191;15200034;2014  ;2011116 ;1
1;20191;16200176;2014  ;2010304 ;1
1;20191;16200176;2014  ;2010305 ;2
1;20191;16200176;2014  ;2010402 ;1
1;20191;16200176;2014  ;2010405 ;2
1;20191;16200176;2014  ;2010501 ;2
1;20191;16200176;2014  ;2010603 ;1
1;20191;16200106;2014  ;2010201 ;1
1;20191;16200106;2014  ;2010203 ;2
1;20191;16200106;2014  ;2010204 ;2
1;20191;16200106;2014  ;2010205 ;1
1;20191;16200106;2014  ;2010206 ;2
1;20191;11200174;2009  ;201105  ;2
1;20191;09200109;2009  ;201105  ;2
1;20191;09200176;2009  ;201101  ;2
1;20191;17200013;2014  ;2010302 ;2
1;20191;17200013;2014  ;2010303 ;2
1;20191;16200050;2014  ;2010401 ;3
1;20191;17200013;2014  ;2010304 ;1
1;20191;16200050;2014  ;2010405 ;2
1;20191;16200050;2014  ;2010503 ;1
1;20191;11200193;2009  ;202003  ;1
1;20191;09200187;2009  ;203001  ;3
1;20191;17200013;2014  ;2010401 ;1
1;20191;09200187;2009  ;203005  ;2
1;20191;14200060;2014  ;2010706 ;2
1;20191;14200060;2014  ;2010802 ;1
1;20191;13200093;2009  ;204001  ;3
1;20191;13200093;2009  ;204007  ;3
1;20191;17200013;2014  ;2010403 ;1
1;20191;13200093;2009  ;205006  ;3
1;20191;13200093;2009  ;205007  ;2
1;20191;13200093;2009  ;205009  ;1
1;20191;13200093;2009  ;205010  ;2
1;20191;17200013;2014  ;2010405 ;1
1;20191;10200073;2009  ;208008  ;3
1;20191;14200040;2014  ;2010405 ;1
1;20191;14200040;2014  ;2010501 ;2
1;20191;14200040;2014  ;2010502 ;1
